0x1F3E9	:love hotel:
0x1F3EA	:convenience store:
0x1F3EB	:school:
0x1F3EC	:department store:
0x1F3ED	:factory:
0x1F3EF	:Japanese castle:
0x1F3F0	:castle:
0x1F492	:wedding:
0x1F5FC	:Tokyo tower:
0x1F5FD	:Statue of Liberty:
0x26EA	:church:
0x1F54C	:mosque:
0x1F6D5	:⊛ hindu temple:
0x1F54D	:synagogue:
0x26E9	:shinto shrine:
0x1F54B	:kaaba:
0x26F2	:fountain:
0x26FA	:tent:
0x1F301	:foggy:
0x1F303	:night with stars:
0x1F3D9	:cityscape:
0x1F304	:sunrise over mountains:
0x1F305	:sunrise:
0x1F306	:cityscape at dusk:
0x1F307	:sunset:
0x1F309	:bridge at night:
0x2668	:hot springs:
0x1F3A0	:carousel horse:
0x1F3A1	:ferris wheel:
0x1F3A2	:roller coaster:
0x1F488	:barber pole:
0x1F3AA	:circus tent:
0x1F682	:locomotive:
0x1F683	:railway car:
0x1F684	:high-speed train:
0x1F685	:bullet train:
0x1F686	:train:
0x1F687	:metro:
0x1F688	:light rail:
0x1F689	:station:
0x1F68A	:tram:
0x1F69D	:monorail:
0x1F69E	:mountain railway:
0x1F68B	:tram car:
0x1F68C	:bus:
0x1F68D	:oncoming bus:
0x1F68E	:trolleybus:
0x1F690	:minibus:
0x1F691	:ambulance:
0x1F692	:fire engine:
0x1F693	:police car:
0x1F694	:oncoming police car:
0x1F695	:taxi:
0x1F696	:oncoming taxi:
0x1F697	:automobile:
0x1F698	:oncoming automobile:
0x1F699	:sport utility vehicle:
0x1F69A	:delivery truck:
0x1F69B	:articulated lorry:
0x1F69C	:tractor:
0x1F3CE	:racing car:
0x1F3CD	:motorcycle:
0x1F6F5	:motor scooter:
0x1F9BD	:⊛ manual wheelchair:
0x1F9BC	:⊛ motorized wheelchair:
0x1F6FA	:⊛ auto rickshaw:
0x1F6B2	:bicycle:
0x1F6F4	:kick scooter:
0x1F6F9	:skateboard:
0x1F68F	:bus stop:
0x1F6E3	:motorway:
0x1F6E4	:railway track:
0x1F6E2	:oil drum:
0x26FD	:fuel pump:
0x1F6A8	:police car light:
0x1F6A5	:horizontal traffic light:
0x1F6A6	:vertical traffic light:
0x1F6D1	:stop sign:
0x1F6A7	:construction:
0x2693	:anchor:
0x26F5	:sailboat:
0x1F6F6	:canoe:
0x1F6A4	:speedboat:
0x1F6F3	:passenger ship:
0x26F4	:ferry:
0x1F6E5	:motor boat:
0x1F6A2	:ship:
0x2708	:airplane:
0x1F6E9	:small airplane:
0x1F6EB	:airplane departure:
0x1F6EC	:airplane arrival:
0x1FA82	:⊛ parachute:
0x1F4BA	:seat:
0x1F681	:helicopter:
0x1F69F	:suspension railway:
0x1F6A0	:mountain cableway:
0x1F6A1	:aerial tramway:
0x1F6F0	:satellite:
0x1F680	:rocket:
0x1F6F8	:flying saucer:
0x1F6CE	:bellhop bell:
0x1F9F3	:luggage:
0x231B	:hourglass done:
0x23F3	:hourglass not done:
0x231A	:watch:
0x23F0	:alarm clock:
0x23F1	:stopwatch:
0x23F2	:timer clock:
0x1F570	:mantelpiece clock:
0x1F55B	:twelve o’clock:
0x1F567	:twelve-thirty:
0x1F550	:one o’clock:
0x1F55C	:one-thirty:
0x1F551	:two o’clock:
0x1F55D	:two-thirty:
0x1F552	:three o’clock:
0x1F55E	:three-thirty:
0x1F553	:four o’clock:
0x1F55F	:four-thirty:
0x1F554	:five o’clock:
0x1F560	:five-thirty:
0x1F555	:six o’clock:
0x1F561	:six-thirty:
0x1F556	:seven o’clock:
0x1F562	:seven-thirty:
0x1F557	:eight o’clock:
0x1F563	:eight-thirty:
0x1F558	:nine o’clock:
0x1F564	:nine-thirty:
0x1F559	:ten o’clock:
0x1F565	:ten-thirty:
0x1F55A	:eleven o’clock:
0x1F566	:eleven-thirty:
0x1F311	:new moon:
0x1F312	:waxing crescent moon:
0x1F313	:first quarter moon:
0x1F314	:waxing gibbous moon:
0x1F315	:full moon:
0x1F316	:waning gibbous moon:
0x1F317	:last quarter moon:
0x1F318	:waning crescent moon:
0x1F319	:crescent moon:
0x1F31A	:new moon face:
0x1F31B	:first quarter moon face:
0x1F31C	:last quarter moon face:
0x1F321	:thermometer:
0x2600	:sun:
0x1F31D	:full moon face:
0x1F31E	:sun with face:
0x1FA90	:⊛ ringed planet:
0x2B50	:star:
0x1F31F	:glowing star:
0x1F320	:shooting star:
0x1F30C	:milky way:
0x2601	:cloud:
0x26C5	:sun behind cloud:
0x26C8	:cloud with lightning and rain:
0x1F324	:sun behind small cloud:
0x1F325	:sun behind large cloud:
0x1F326	:sun behind rain cloud:
0x1F327	:cloud with rain:
0x1F328	:cloud with snow:
0x1F329	:cloud with lightning:
0x1F32A	:tornado:
0x1F32B	:fog:
0x1F32C	:wind face:
0x1F300	:cyclone:
0x1F308	:rainbow:
0x1F302	:closed umbrella:
0x2602	:umbrella:
0x2614	:umbrella with rain drops:
0x26F1	:umbrella on ground:
0x26A1	:high voltage:
0x2744	:snowflake:
0x2603	:snowman:
0x26C4	:snowman without snow:
0x2604	:comet:
0x1F525	:fire:
0x1F4A7	:droplet:
0x1F30A	:water wave:
0x1F383	:jack-o-lantern:
0x1F384	:Christmas tree:
0x1F386	:fireworks:
0x1F387	:sparkler:
0x1F9E8	:firecracker:
0x2728	:sparkles:
0x1F388	:balloon:
0x1F389	:party popper:
0x1F38A	:confetti ball:
0x1F38B	:tanabata tree:
0x1F38D	:pine decoration:
0x1F38E	:Japanese dolls:
0x1F38F	:carp streamer:
0x1F390	:wind chime:
0x1F391	:moon viewing ceremony:
0x1F9E7	:red envelope:
0x1F380	:ribbon:
0x1F381	:wrapped gift:
0x1F397	:reminder ribbon:
0x1F39F	:admission tickets:
0x1F3AB	:ticket:
0x1F396	:military medal:
0x1F3C6	:trophy:
0x1F3C5	:sports medal:
0x1F947	:1st place medal:
0x1F948	:2nd place medal:
0x1F949	:3rd place medal:
0x26BD	:soccer ball:
0x26BE	:baseball:
0x1F94E	:softball:
0x1F3C0	:basketball:
0x1F3D0	:volleyball:
0x1F3C8	:american football:
0x1F3C9	:rugby football:
0x1F3BE	:tennis:
0x1F94F	:flying disc:
0x1F3B3	:bowling:
0x1F3CF	:cricket game:
0x1F3D1	:field hockey:
0x1F3D2	:ice hockey:
0x1F94D	:lacrosse:
0x1F3D3	:ping pong:
0x1F3F8	:badminton:
0x1F94A	:boxing glove:
0x1F94B	:martial arts uniform:
0x1F945	:goal net:
0x26F3	:flag in hole:
0x26F8	:ice skate:
0x1F3A3	:fishing pole:
0x1F93F	:⊛ diving mask:
0x1F3BD	:running shirt:
0x1F3BF	:skis:
0x1F6F7	:sled:
0x1F94C	:curling stone:
0x1F3AF	:direct hit:
0x1FA80	:⊛ yo-yo:
0x1FA81	:⊛ kite:
0x1F3B1	:pool 8 ball:
0x1F52E	:crystal ball:
0x1F9FF	:nazar amulet:
0x1F3AE	:video game:
0x1F579	:joystick:
0x1F3B0	:slot machine:
0x1F3B2	:game die:
0x1F9E9	:puzzle piece:
0x1F9F8	:teddy bear:
0x2660	:spade suit:
0x2665	:heart suit:
0x2666	:diamond suit:
0x2663	:club suit:
0x265F	:chess pawn:
0x1F0CF	:joker:
0x1F004	:mahjong red dragon:
0x1F3B4	:flower playing cards:
0x1F3AD	:performing arts:
0x1F5BC	:framed picture:
0x1F3A8	:artist palette:
0x1F9F5	:thread:
0x1F9F6	:yarn:
0x1F453	:glasses:
0x1F576	:sunglasses:
0x1F97D	:goggles:
0x1F97C	:lab coat:
0x1F9BA	:⊛ safety vest:
0x1F454	:necktie:
0x1F455	:t-shirt:
0x1F456	:jeans:
0x1F9E3	:scarf:
0x1F9E4	:gloves:
0x1F9E5	:coat:
0x1F9E6	:socks:
0x1F457	:dress:
0x1F458	:kimono:
0x1F97B	:⊛ sari:
0x1FA71	:⊛ one-piece swimsuit:
0x1FA72	:⊛ briefs:
0x1FA73	:⊛ shorts:
0x1F459	:bikini:
0x1F45A	:woman’s clothes:
0x1F45B	:purse:
0x1F45C	:handbag:
0x1F45D	:clutch bag:
0x1F6CD	:shopping bags:
0x1F392	:backpack:
0x1F45E	:man’s shoe:
0x1F45F	:running shoe:
0x1F97E	:hiking boot:
0x1F97F	:flat shoe:
0x1F460	:high-heeled shoe:
0x1F461	:woman’s sandal:
0x1FA70	:⊛ ballet shoes:
0x1F462	:woman’s boot:
0x1F451	:crown:
0x1F452	:woman’s hat:
0x1F3A9	:top hat:
0x1F393	:graduation cap:
0x1F9E2	:billed cap:
0x26D1	:rescue worker’s helmet:
0x1F4FF	:prayer beads:
0x1F484	:lipstick:
0x1F48D	:ring:
0x1F48E	:gem stone:
0x1F507	:muted speaker:
0x1F508	:speaker low volume:
0x1F509	:speaker medium volume:
0x1F50A	:speaker high volume:
0x1F4E2	:loudspeaker:
0x1F4E3	:megaphone:
0x1F4EF	:postal horn:
0x1F514	:bell:
0x1F515	:bell with slash:
0x1F3BC	:musical score:
0x1F3B5	:musical note:
0x1F3B6	:musical notes:
0x1F399	:studio microphone:
0x1F39A	:level slider:
0x1F39B	:control knobs:
0x1F3A4	:microphone:
0x1F3A7	:headphone:
0x1F4FB	:radio:
0x1F3B7	:saxophone:
0x1F3B8	:guitar:
0x1F3B9	:musical keyboard:
0x1F3BA	:trumpet:
0x1F3BB	:violin:
0x1FA95	:⊛ banjo:
0x1F941	:drum:
0x1F4F1	:mobile phone:
0x1F4F2	:mobile phone with arrow:
0x260E	:telephone:
0x1F4DE	:telephone receiver:
0x1F4DF	:pager:
0x1F4E0	:fax machine:
0x1F50B	:battery:
0x1F50C	:electric plug:
0x1F4BB	:laptop computer:
0x1F5A5	:desktop computer:
0x1F5A8	:printer:
0x2328	:keyboard:
0x1F5B1	:computer mouse:
0x1F5B2	:trackball:
0x1F4BD	:computer disk:
0x1F4BE	:floppy disk:
0x1F4BF	:optical disk:
0x1F4C0	:dvd:
0x1F9EE	:abacus:
0x1F3A5	:movie camera:
0x1F39E	:film frames:
0x1F4FD	:film projector:
0x1F3AC	:clapper board:
0x1F4FA	:television:
0x1F4F7	:camera:
0x1F4F8	:camera with flash:
0x1F4F9	:video camera:
0x1F4FC	:videocassette:
0x1F50D	:magnifying glass tilted left:
0x1F50E	:magnifying glass tilted right:
0x1F56F	:candle:
0x1F4A1	:light bulb:
0x1F526	:flashlight:
0x1F3EE	:red paper lantern:
0x1FA94	:⊛ diya lamp:
0x1F4D4	:notebook with decorative cover:
0x1F4D5	:closed book:
0x1F4D6	:open book:
0x1F4D7	:green book:
0x1F4D8	:blue book:
0x1F4D9	:orange book:
0x1F4DA	:books:
0x1F4D3	:notebook:
0x1F4D2	:ledger:
0x1F4C3	:page with curl:
0x1F4DC	:scroll:
0x1F4C4	:page facing up:
0x1F4F0	:newspaper:
0x1F5DE	:rolled-up newspaper:
0x1F4D1	:bookmark tabs:
0x1F516	:bookmark:
0x1F3F7	:label:
0x1F4B0	:money bag:
0x1F4B4	:yen banknote:
0x1F4B5	:dollar banknote:
0x1F4B6	:euro banknote:
0x1F4B7	:pound banknote:
0x1F4B8	:money with wings:
0x1F4B3	:credit card:
0x1F9FE	:receipt:
0x1F4B9	:chart increasing with yen:
0x1F4B1	:currency exchange:
0x1F4B2	:heavy dollar sign:
0x2709	:envelope:
0x1F4E7	:e-mail:
0x1F4E8	:incoming envelope:
0x1F4E9	:envelope with arrow:
0x1F4E4	:outbox tray:
0x1F4E5	:inbox tray:
0x1F4E6	:package:
0x1F4EB	:closed mailbox with raised flag:
0x1F4EA	:closed mailbox with lowered flag:
0x1F4EC	:open mailbox with raised flag:
0x1F4ED	:open mailbox with lowered flag:
0x1F4EE	:postbox:
0x1F5F3	:ballot box with ballot:
0x270F	:pencil:
0x2712	:black nib:
0x1F58B	:fountain pen:
0x1F58A	:pen:
0x1F58C	:paintbrush:
0x1F58D	:crayon:
0x1F4DD	:memo:
0x1F4BC	:briefcase:
0x1F4C1	:file folder:
0x1F4C2	:open file folder:
0x1F5C2	:card index dividers:
0x1F4C5	:calendar:
0x1F4C6	:tear-off calendar:
0x1F5D2	:spiral notepad:
0x1F5D3	:spiral calendar:
0x1F4C7	:card index:
0x1F4C8	:chart increasing:
0x1F4C9	:chart decreasing:
0x1F4CA	:bar chart:
0x1F4CB	:clipboard:
0x1F4CC	:pushpin:
0x1F4CD	:round pushpin:
0x1F4CE	:paperclip:
0x1F587	:linked paperclips:
0x1F4CF	:straight ruler:
0x1F4D0	:triangular ruler:
0x2702	:scissors:
0x1F5C3	:card file box:
0x1F5C4	:file cabinet:
0x1F5D1	:wastebasket:
0x1F512	:locked:
0x1F513	:unlocked:
0x1F50F	:locked with pen:
0x1F510	:locked with key:
0x1F511	:key:
0x1F5DD	:old key:
0x1F528	:hammer:
0x1FA93	:⊛ axe:
0x26CF	:pick:
0x2692	:hammer and pick:
0x1F6E0	:hammer and wrench:
0x1F5E1	:dagger:
0x2694	:crossed swords:
0x1F52B	:pistol:
0x1F3F9	:bow and arrow:
0x1F6E1	:shield:
0x1F527	:wrench:
0x1F529	:nut and bolt:
0x2699	:gear:
0x1F5DC	:clamp:
0x2696	:balance scale:
0x1F9AF	:⊛ probing cane:
0x1F517	:link:
0x26D3	:chains:
0x1F9F0	:toolbox:
0x1F9F2	:magnet:
0x2697	:alembic:
0x1F9EA	:test tube:
0x1F9EB	:petri dish:
0x1F9EC	:dna:
0x1F52C	:microscope:
0x1F52D	:telescope:
0x1F4E1	:satellite antenna:
0x1F489	:syringe:
0x1FA78	:⊛ drop of blood:
0x1F48A	:pill:
0x1FA79	:⊛ adhesive bandage:
0x1FA7A	:⊛ stethoscope:
0x1F6AA	:door:
0x1F6CF	:bed:
0x1F6CB	:couch and lamp:
0x1FA91	:⊛ chair:
0x1F6BD	:toilet:
0x1F6BF	:shower:
0x1F6C1	:bathtub:
0x1FA92	:⊛ razor:
0x1F9F4	:lotion bottle:
0x1F9F7	:safety pin:
0x1F9F9	:broom:
0x1F9FA	:basket:
0x1F9FB	:roll of paper:
0x1F9FC	:soap:
0x1F9FD	:sponge:
0x1F9EF	:fire extinguisher:
0x1F6D2	:shopping cart:
0x1F6AC	:cigarette:
0x26B0	:coffin:
0x26B1	:funeral urn:
0x1F5FF	:moai:
0x1F3E7	:ATM sign:
0x1F6AE	:litter in bin sign:
0x1F6B0	:potable water:
0x267F	:wheelchair symbol:
0x1F6B9	:men’s room:
0x1F6BA	:women’s room:
0x1F6BB	:restroom:
0x1F6BC	:baby symbol:
0x1F6BE	:water closet:
0x1F6C2	:passport control:
0x1F6C3	:customs:
0x1F6C4	:baggage claim:
0x1F6C5	:left luggage:
0x26A0	:warning:
0x1F6B8	:children crossing:
0x26D4	:no entry:
0x1F6AB	:prohibited:
0x1F6B3	:no bicycles:
0x1F6AD	:no smoking:
0x1F6AF	:no littering:
0x1F6B1	:non-potable water:
0x1F6B7	:no pedestrians:
0x1F4F5	:no mobile phones:
0x1F51E	:no one under eighteen:
0x2622	:radioactive:
0x2623	:biohazard:
0x2B06	:up arrow:
0x2197	:up-right arrow:
0x27A1	:right arrow:
0x2198	:down-right arrow:
0x2B07	:down arrow:
0x2199	:down-left arrow:
0x2B05	:left arrow:
0x2196	:up-left arrow:
0x2195	:up-down arrow:
0x2194	:left-right arrow:
0x21A9	:right arrow curving left:
0x21AA	:left arrow curving right:
0x2934	:right arrow curving up:
0x2935	:right arrow curving down:
0x1F503	:clockwise vertical arrows:
0x1F504	:counterclockwise arrows button:
0x1F519	:BACK arrow:
0x1F51A	:END arrow:
0x1F51B	:ON! arrow:
0x1F51C	:SOON arrow:
0x1F51D	:TOP arrow:
0x1F6D0	:place of worship:
0x269B	:atom symbol:
0x1F549	:om:
0x2721	:star of David:
0x2638	:wheel of dharma:
0x262F	:yin yang:
0x271D	:latin cross:
0x2626	:orthodox cross:
0x262A	:star and crescent:
0x262E	:peace symbol:
0x1F54E	:menorah:
0x1F52F	:dotted six-pointed star:
0x2648	:Aries:
0x2649	:Taurus:
0x264A	:Gemini:
0x264B	:Cancer:
0x264C	:Leo:
0x264D	:Virgo:
0x264E	:Libra:
0x264F	:Scorpio:
0x2650	:Sagittarius:
0x2651	:Capricorn:
0x2652	:Aquarius:
0x2653	:Pisces:
0x26CE	:Ophiuchus:
0x1F500	:shuffle tracks button:
0x1F501	:repeat button:
0x1F502	:repeat single button:
0x25B6	:play button:
0x23E9	:fast-forward button:
0x23ED	:next track button:
0x23EF	:play or pause button:
0x25C0	:reverse button:
0x23EA	:fast reverse button:
0x23EE	:last track button:
0x1F53C	:upwards button:
0x23EB	:fast up button:
0x1F53D	:downwards button:
0x23EC	:fast down button:
0x23F8	:pause button:
0x23F9	:stop button:
0x23FA	:record button:
0x23CF	:eject button:
0x1F3A6	:cinema:
0x1F505	:dim button:
0x1F506	:bright button:
0x1F4F6	:antenna bars:
0x1F4F3	:vibration mode:
0x1F4F4	:mobile phone off:
0x2640	:female sign:
0x2642	:male sign:
0x2695	:medical symbol:
0x267E	:infinity:
0x267B	:recycling symbol:
0x269C	:fleur-de-lis:
0x1F531	:trident emblem:
0x1F4DB	:name badge:
0x1F530	:Japanese symbol for beginner:
0x2B55	:hollow red circle:
0x2705	:check mark button:
0x2611	:check box with check:
0x2714	:check mark:
0x2716	:multiplication sign:
0x274C	:cross mark:
0x274E	:cross mark button:
0x2795	:plus sign:
0x2796	:minus sign:
0x2797	:division sign:
0x27B0	:curly loop:
0x27BF	:double curly loop:
0x303D	:part alternation mark:
0x2733	:eight-spoked asterisk:
0x2734	:eight-pointed star:
0x2747	:sparkle:
0x203C	:double exclamation mark:
0x2049	:exclamation question mark:
0x2753	:question mark:
0x2754	:white question mark:
0x2755	:white exclamation mark:
0x2757	:exclamation mark:
0x3030	:wavy dash:
0x00A9	:copyright:
0x00AE	:registered:
0x2122	:trade mark:
0x0023 0xFE0F 0x20E3	:keycap: #:
0x002A 0xFE0F 0x20E3	:keycap: *:
0x0030 0xFE0F 0x20E3	:keycap: 0:
0x0031 0xFE0F 0x20E3	:keycap: 1:
0x0032 0xFE0F 0x20E3	:keycap: 2:
0x0033 0xFE0F 0x20E3	:keycap: 3:
0x0034 0xFE0F 0x20E3	:keycap: 4:
0x0035 0xFE0F 0x20E3	:keycap: 5:
0x0036 0xFE0F 0x20E3	:keycap: 6:
0x0037 0xFE0F 0x20E3	:keycap: 7:
0x0038 0xFE0F 0x20E3	:keycap: 8:
0x0039 0xFE0F 0x20E3	:keycap: 9:
0x1F51F	:keycap: 10:
0x1F520	:input latin uppercase:
0x1F521	:input latin lowercase:
0x1F522	:input numbers:
0x1F523	:input symbols:
0x1F524	:input latin letters:
0x1F170	:A button (blood type):
0x1F18E	:AB button (blood type):
0x1F171	:B button (blood type):
0x1F191	:CL button:
0x1F192	:COOL button:
0x1F193	:FREE button:
0x2139	:information:
0x1F194	:ID button:
0x24C2	:circled M:
0x1F195	:NEW button:
0x1F196	:NG button:
0x1F17E	:O button (blood type):
0x1F197	:OK button:
0x1F17F	:P button:
0x1F198	:SOS button:
0x1F199	:UP! button:
0x1F19A	:VS button:
0x1F201	:Japanese “here” button:
0x1F202	:Japanese “service charge” button:
0x1F237	:Japanese “monthly amount” button:
0x1F236	:Japanese “not free of charge” button:
0x1F22F	:Japanese “reserved” button:
0x1F250	:Japanese “bargain” button:
0x1F239	:Japanese “discount” button:
0x1F21A	:Japanese “free of charge” button:
0x1F232	:Japanese “prohibited” button:
0x1F251	:Japanese “acceptable” button:
0x1F238	:Japanese “application” button:
0x1F234	:Japanese “passing grade” button:
0x1F233	:Japanese “vacancy” button:
0x3297	:Japanese “congratulations” button:
0x3299	:Japanese “secret” button:
0x1F23A	:Japanese “open for business” button:
0x1F235	:Japanese “no vacancy” button:
0x1F534	:red circle:
0x1F7E0	:⊛ orange circle:
0x1F7E1	:⊛ yellow circle:
0x1F7E2	:⊛ green circle:
0x1F535	:blue circle:
0x1F7E3	:⊛ purple circle:
0x1F7E4	:⊛ brown circle:
0x26AB	:black circle:
0x26AA	:white circle:
0x1F7E5	:⊛ red square:
0x1F7E7	:⊛ orange square:
0x1F7E8	:⊛ yellow square:
0x1F7E9	:⊛ green square:
0x1F7E6	:⊛ blue square:
0x1F7EA	:⊛ purple square:
0x1F7EB	:⊛ brown square:
0x2B1B	:black large square:
0x2B1C	:white large square:
0x25FC	:black medium square:
0x25FB	:white medium square:
0x25FE	:black medium-small square:
0x25FD	:white medium-small square:
0x25AA	:black small square:
0x25AB	:white small square:
0x1F536	:large orange diamond:
0x1F537	:large blue diamond:
0x1F538	:small orange diamond:
0x1F539	:small blue diamond:
0x1F53A	:red triangle pointed up:
0x1F53B	:red triangle pointed down:
0x1F4A0	:diamond with a dot:
0x1F518	:radio button:
0x1F533	:white square button:
0x1F532	:black square button:
0x1F3C1	:chequered flag:
0x1F6A9	:triangular flag:
0x1F38C	:crossed flags:
0x1F3F4	:black flag:
0x1F3F3	:white flag:
0x1F3F3 0xFE0F 0x200D 0x1F308	:rainbow flag:
0x1F3F4 0x200D 0x2620 0xFE0F	:pirate flag:
0x1F1E6 0x1F1E8	:flag: Ascension Island:
0x1F1E6 0x1F1E9	:flag: Andorra:
0x1F1E6 0x1F1EA	:flag: United Arab Emirates:
0x1F1E6 0x1F1EB	:flag: Afghanistan:
0x1F1E6 0x1F1EC	:flag: Antigua &amp; Barbuda:
0x1F1E6 0x1F1EE	:flag: Anguilla:
0x1F1E6 0x1F1F1	:flag: Albania:
0x1F1E6 0x1F1F2	:flag: Armenia:
0x1F1E6 0x1F1F4	:flag: Angola:
0x1F1E6 0x1F1F6	:flag: Antarctica:
0x1F1E6 0x1F1F7	:flag: Argentina:
0x1F1E6 0x1F1F8	:flag: American Samoa:
0x1F1E6 0x1F1F9	:flag: Austria:
0x1F1E6 0x1F1FA	:flag: Australia:
0x1F1E6 0x1F1FC	:flag: Aruba:
0x1F1E6 0x1F1FD	:flag: Åland Islands:
0x1F1E6 0x1F1FF	:flag: Azerbaijan:
0x1F1E7 0x1F1E6	:flag: Bosnia &amp; Herzegovina:
0x1F1E7 0x1F1E7	:flag: Barbados:
0x1F1E7 0x1F1E9	:flag: Bangladesh:
0x1F1E7 0x1F1EA	:flag: Belgium:
0x1F1E7 0x1F1EB	:flag: Burkina Faso:
0x1F1E7 0x1F1EC	:flag: Bulgaria:
0x1F1E7 0x1F1ED	:flag: Bahrain:
0x1F1E7 0x1F1EE	:flag: Burundi:
0x1F1E7 0x1F1EF	:flag: Benin:
0x1F1E7 0x1F1F1	:flag: St. Barthélemy:
0x1F1E7 0x1F1F2	:flag: Bermuda:
0x1F1E7 0x1F1F3	:flag: Brunei:
0x1F1E7 0x1F1F4	:flag: Bolivia:
0x1F1E7 0x1F1F6	:flag: Caribbean Netherlands:
0x1F1E7 0x1F1F7	:flag: Brazil:
0x1F1E7 0x1F1F8	:flag: Bahamas:
0x1F1E7 0x1F1F9	:flag: Bhutan:
0x1F1E7 0x1F1FB	:flag: Bouvet Island:
0x1F1E7 0x1F1FC	:flag: Botswana:
0x1F1E7 0x1F1FE	:flag: Belarus:
0x1F1E7 0x1F1FF	:flag: Belize:
0x1F1E8 0x1F1E6	:flag: Canada:
0x1F1E8 0x1F1E8	:flag: Cocos (Keeling) Islands:
0x1F1E8 0x1F1E9	:flag: Congo - Kinshasa:
0x1F1E8 0x1F1EB	:flag: Central African Republic:
0x1F1E8 0x1F1EC	:flag: Congo - Brazzaville:
0x1F1E8 0x1F1ED	:flag: Switzerland:
0x1F1E8 0x1F1EE	:flag: Côte d’Ivoire:
0x1F1E8 0x1F1F0	:flag: Cook Islands:
0x1F1E8 0x1F1F1	:flag: Chile:
0x1F1E8 0x1F1F2	:flag: Cameroon:
0x1F1E8 0x1F1F3	:flag: China:
0x1F1E8 0x1F1F4	:flag: Colombia:
0x1F1E8 0x1F1F5	:flag: Clipperton Island:
0x1F1E8 0x1F1F7	:flag: Costa Rica:
0x1F1E8 0x1F1FA	:flag: Cuba:
0x1F1E8 0x1F1FB	:flag: Cape Verde:
0x1F1E8 0x1F1FC	:flag: Curaçao:
0x1F1E8 0x1F1FD	:flag: Christmas Island:
0x1F1E8 0x1F1FE	:flag: Cyprus:
0x1F1E8 0x1F1FF	:flag: Czechia:
0x1F1E9 0x1F1EA	:flag: Germany:
0x1F1E9 0x1F1EC	:flag: Diego Garcia:
0x1F1E9 0x1F1EF	:flag: Djibouti:
0x1F1E9 0x1F1F0	:flag: Denmark:
0x1F1E9 0x1F1F2	:flag: Dominica:
0x1F1E9 0x1F1F4	:flag: Dominican Republic:
0x1F1E9 0x1F1FF	:flag: Algeria:
0x1F1EA 0x1F1E6	:flag: Ceuta &amp; Melilla:
0x1F1EA 0x1F1E8	:flag: Ecuador:
0x1F1EA 0x1F1EA	:flag: Estonia:
0x1F1EA 0x1F1EC	:flag: Egypt:
0x1F1EA 0x1F1ED	:flag: Western Sahara:
0x1F1EA 0x1F1F7	:flag: Eritrea:
0x1F1EA 0x1F1F8	:flag: Spain:
0x1F1EA 0x1F1F9	:flag: Ethiopia:
0x1F1EA 0x1F1FA	:flag: European Union:
0x1F1EB 0x1F1EE	:flag: Finland:
0x1F1EB 0x1F1EF	:flag: Fiji:
0x1F1EB 0x1F1F0	:flag: Falkland Islands:
0x1F1EB 0x1F1F2	:flag: Micronesia:
0x1F1EB 0x1F1F4	:flag: Faroe Islands:
0x1F1EB 0x1F1F7	:flag: France:
0x1F1EC 0x1F1E6	:flag: Gabon:
0x1F1EC 0x1F1E7	:flag: United Kingdom:
0x1F1EC 0x1F1E9	:flag: Grenada:
0x1F1EC 0x1F1EA	:flag: Georgia:
0x1F1EC 0x1F1EB	:flag: French Guiana:
0x1F1EC 0x1F1EC	:flag: Guernsey:
0x1F1EC 0x1F1ED	:flag: Ghana:
0x1F1EC 0x1F1EE	:flag: Gibraltar:
0x1F1EC 0x1F1F1	:flag: Greenland:
0x1F1EC 0x1F1F2	:flag: Gambia:
0x1F1EC 0x1F1F3	:flag: Guinea:
0x1F1EC 0x1F1F5	:flag: Guadeloupe:
0x1F1EC 0x1F1F6	:flag: Equatorial Guinea:
0x1F1EC 0x1F1F7	:flag: Greece:
0x1F1EC 0x1F1F8	:flag: South Georgia &amp; South Sandwich Islands:
0x1F1EC 0x1F1F9	:flag: Guatemala:
0x1F1EC 0x1F1FA	:flag: Guam:
0x1F1EC 0x1F1FC	:flag: Guinea-Bissau:
0x1F1EC 0x1F1FE	:flag: Guyana:
0x1F1ED 0x1F1F0	:flag: Hong Kong SAR China:
0x1F1ED 0x1F1F2	:flag: Heard &amp; McDonald Islands:
0x1F1ED 0x1F1F3	:flag: Honduras:
0x1F1ED 0x1F1F7	:flag: Croatia:
0x1F1ED 0x1F1F9	:flag: Haiti:
0x1F1ED 0x1F1FA	:flag: Hungary:
0x1F1EE 0x1F1E8	:flag: Canary Islands:
0x1F1EE 0x1F1E9	:flag: Indonesia:
0x1F1EE 0x1F1EA	:flag: Ireland:
0x1F1EE 0x1F1F1	:flag: Israel:
0x1F1EE 0x1F1F2	:flag: Isle of Man:
0x1F1EE 0x1F1F3	:flag: India:
0x1F1EE 0x1F1F4	:flag: British Indian Ocean Territory:
0x1F1EE 0x1F1F6	:flag: Iraq:
0x1F1EE 0x1F1F7	:flag: Iran:
0x1F1EE 0x1F1F8	:flag: Iceland:
0x1F1EE 0x1F1F9	:flag: Italy:
0x1F1EF 0x1F1EA	:flag: Jersey:
0x1F1EF 0x1F1F2	:flag: Jamaica:
0x1F1EF 0x1F1F4	:flag: Jordan:
0x1F1EF 0x1F1F5	:flag: Japan:
0x1F1F0 0x1F1EA	:flag: Kenya:
0x1F1F0 0x1F1EC	:flag: Kyrgyzstan:
0x1F1F0 0x1F1ED	:flag: Cambodia:
